id,first_name,last_name,hired,position,benefited,licence_expiration,department,Pay_status
96-387-5494,Chase,Kulvear,1/10/2010,Cleaner,false,1/17/2026,Caretaker,full-time
31-937-1341,Gwenora,Janca,11/25/2021,Management,true,6/19/2025,Caretaker,full-time
74-139-6912,Chan,Deners,5/12/2018,Cleaner,true,12/21/2027,Custodial,temporary
40-890-6186,Charo,Manjin,7/8/1999,Finance,true,8/22/2023,Admininstrative,temporary
41-432-3459,Alfreda,Bladge,3/20/2010,Tech,false,,Custodial,part-time
72-826-7024,Fanechka,Denzilow,7/17/2006,Tech,false,8/12/2028,Billing,seasonal
19-431-5721,Wyatt,Lancastle,8/18/2016,Receptionist,false,3/28/2024,Medical,seasonal
40-479-2395,Dorree,Whetton,11/29/2017,Management,true,6/28/2023,Custodial,full-time
57-327-0246,Durward,Gaw,1/15/2022,Lab,true,6/25/2023,Caretaker,part-time
13-398-2077,Laughton,Ledstone,6/13/2007,Finance,true,10/18/2023,Admininstrative,full-time
73-951-3261,Talia,Awton,6/20/2004,Tech,true,6/10/2030,Medical,full-time
34-697-1852,Rabi,Gibbett,4/18/2016,Finance,true,5/5/2027,Custodial,temporary
46-945-2518,Zola,Mostyn,6/20/2014,Finance,false,,Caretaker,full-time
98-533-2841,Eugenia,Thornham,2/9/2009,Cleaner,false,7/27/2026,Medical,temporary
54-701-2832,Ferguson,Woodyer,3/10/2000,Doctor,false,,Custodial,temporary
67-029-5205,Marilin,Paley,5/26/2011,Finance,false,,Billing,temporary
42-544-5876,Berthe,Eastwood,11/17/2020,Cleaner,false,,Medical,temporary
99-341-1304,Dugald,Raddon,3/16/2004,Tech,true,11/12/2026,Custodial,seasonal
56-113-8855,Carl,Emeline,5/24/2000,Cleaner,true,4/1/2029,Caretaker,part-time
16-242-0347,Sonnie,Coase,8/14/2009,Lab,true,8/21/2025,Admininstrative,part-time
37-226-4254,Randi,Futty,3/8/2003,Tech,true,4/10/2025,Caretaker,part-time
22-502-6607,Winne,Tomasino,6/9/2009,Tech,false,1/3/2029,Caretaker,seasonal
83-497-7152,Tawsha,Habbon,8/9/2008,Doctor,false,11/28/2026,Billing,temporary
43-583-3745,Tillie,Lanchbery,5/1/2017,Doctor,false,2/4/2024,Caretaker,seasonal
12-080-9335,Holmes,Finlayson,3/28/2018,Cleaner,false,7/16/2027,Billing,part-time
88-758-4326,Nerty,Tevlin,2/22/2014,Management,true,11/10/2023,Medical,seasonal
09-597-3159,Vonni,Elliker,6/20/2013,Finance,true,12/8/2028,Medical,temporary
01-487-5010,Putnam,Rogerot,11/10/2009,Doctor,true,,Billing,seasonal
76-130-6987,Zia,Swetenham,11/23/2016,Receptionist,false,8/3/2029,Medical,full-time
44-369-1332,Quinlan,Jiru,1/22/2007,Finance,false,2/8/2025,Custodial,part-time
87-947-8369,Dasie,O'Skehan,5/2/2010,Management,false,6/9/2026,Admininstrative,temporary
42-176-0215,Katya,MacMillan,12/16/2022,Lab,true,,Caretaker,part-time
16-392-6849,Billie,Wilcot,11/19/2021,Cleaner,true,,Medical,temporary
59-431-7208,Phillida,Christoffels,2/13/2001,Lab,false,10/27/2022,Caretaker,temporary
78-397-9521,Chastity,Gerhartz,3/12/2022,Doctor,true,9/6/2026,Caretaker,part-time
08-521-7834,Johannah,Kenningham,1/21/2010,Doctor,false,,Admininstrative,part-time
44-119-8088,Rustin,Gifkins,12/1/2015,Doctor,true,5/9/2026,Billing,seasonal
45-289-7698,Brion,Clifton,3/22/2019,Management,false,4/1/2029,Caretaker,full-time
87-971-0249,Bevin,McGucken,4/9/2016,Finance,true,2/17/2028,Medical,temporary
68-992-8123,Abbot,Matcham,8/2/2000,Tech,true,5/17/2030,Custodial,full-time
72-242-9904,Dulsea,Levington,9/3/2008,Finance,false,,Custodial,seasonal
99-696-2388,Aleen,Portugal,7/16/2002,Cleaner,false,1/20/2028,Medical,part-time
74-674-1557,Vonnie,Stenner,5/4/2008,Tech,true,4/26/2030,Custodial,seasonal
84-128-4471,Bunny,Benardet,10/28/2010,Doctor,true,9/26/2027,Billing,part-time
81-065-7184,Cornela,Gladbach,4/2/2018,Management,false,3/3/2022,Medical,part-time
08-542-6198,Burty,Livick,11/17/2011,Cleaner,false,,Custodial,part-time
65-611-5279,Marcel,Dabney,9/5/2018,Finance,true,7/12/2026,Billing,full-time
95-856-1162,Alayne,Rickeard,1/1/2014,Receptionist,false,8/23/2024,Admininstrative,full-time
91-487-6524,Eveleen,Tant,8/25/2002,Receptionist,true,5/11/2027,Custodial,part-time
04-099-1112,Aeriell,Iannitti,3/27/2017,Tech,false,3/12/2025,Custodial,full-time
41-280-2332,Barthel,Espina,2/7/2018,Finance,false,,Medical,full-time
31-728-2937,Patrizio,Avramow,8/10/2010,Cleaner,false,,Caretaker,seasonal
90-115-7815,Iormina,Passion,1/5/2002,Receptionist,false,,Billing,seasonal
43-309-7526,Janith,Davidovicz,12/22/2013,Lab,false,2/26/2022,Billing,temporary
87-687-1788,Kathryne,Happer,10/21/2017,Finance,false,2/17/2025,Medical,temporary
10-902-2696,Marlene,Halmkin,4/26/2009,Doctor,true,,Medical,temporary
19-112-6990,Jodie,Calloway,9/5/2000,Doctor,true,6/25/2023,Custodial,seasonal
68-717-0172,Camey,McNab,12/2/2015,Receptionist,false,,Admininstrative,temporary
76-576-6049,Rosina,Harty,4/4/2018,Cleaner,false,5/5/2022,Admininstrative,full-time
20-716-2025,Elsinore,Theuss,11/29/2008,Assistant,false,9/11/2028,Caretaker,temporary
65-103-3554,Jemimah,Dummett,8/12/2020,Tech,false,6/1/2023,Admininstrative,full-time
00-005-7493,Kara,Nardi,4/18/2002,Receptionist,false,,Admininstrative,full-time
41-397-9978,Chandal,Gauden,12/10/2016,Cleaner,true,5/23/2027,Medical,part-time
20-149-9843,Ryley,Bescoby,4/22/2016,Doctor,true,7/1/2029,Admininstrative,part-time
40-226-3301,Trumann,Hamlyn,9/17/2018,Management,true,10/23/2024,Medical,seasonal
89-762-8201,Wallis,Bogie,1/24/2015,Assistant,false,11/5/2024,Custodial,temporary
16-620-7654,Jeno,Pengelley,1/6/2022,Lab,true,12/29/2025,Caretaker,seasonal
54-196-4472,Alasdair,Cavanaugh,3/15/2004,Receptionist,false,,Caretaker,seasonal
08-981-3335,Oona,Brendel,9/28/2014,Cleaner,false,9/25/2022,Admininstrative,full-time
17-918-7456,Dylan,Stiling,12/1/2022,Tech,false,7/11/2025,Custodial,seasonal
44-264-2510,Ody,Pawel,5/16/2007,Lab,true,10/14/2029,Admininstrative,part-time
65-056-0487,Danie,Abrahams,3/5/2012,Finance,true,9/28/2027,Caretaker,full-time
56-937-1368,Ashton,Buten,11/2/2019,Doctor,false,8/22/2029,Admininstrative,temporary
72-354-0496,Gilles,Hinkensen,7/24/2000,Receptionist,false,,Caretaker,part-time
16-395-8066,Nixie,Longbothom,6/1/2014,Finance,true,12/28/2025,Medical,full-time
97-822-2435,Dena,Coopland,3/13/2016,Management,false,1/31/2030,Medical,full-time
19-278-8538,Morton,Makepeace,4/10/2004,Receptionist,true,4/11/2023,Custodial,temporary
51-259-3852,Gordy,Reaveley,3/26/2021,Receptionist,true,10/23/2027,Caretaker,temporary
06-843-8897,Abagail,Frushard,12/6/2018,Receptionist,false,6/1/2030,Custodial,temporary
53-435-4736,Ody,Syratt,8/23/2017,Receptionist,true,9/16/2028,Billing,part-time
94-532-3338,Faith,Manclark,2/13/2004,Cleaner,true,,Billing,temporary
21-075-0788,Vivie,Georgescu,3/26/1999,Cleaner,false,1/20/2029,Medical,full-time
24-353-7832,Donnie,Garz,6/6/2002,Finance,true,12/13/2022,Admininstrative,full-time
73-823-4265,Giovanna,Pedler,10/16/2004,Lab,true,9/20/2027,Medical,part-time
01-662-9488,Odetta,Zappel,9/24/2017,Assistant,false,,Custodial,temporary
06-346-3991,Buiron,Pendrich,2/25/2016,Assistant,false,8/17/2025,Medical,temporary
79-482-8403,Kristopher,Tunny,9/24/2003,Finance,true,8/25/2023,Medical,seasonal
53-486-9860,Scarface,Goodayle,7/17/2006,Receptionist,false,8/4/2029,Custodial,seasonal
92-553-4849,Ernaline,Benyan,5/1/2011,Doctor,false,9/8/2028,Custodial,part-time
92-244-2218,Drew,Caller,2/17/2008,Lab,true,2/7/2026,Caretaker,seasonal
49-791-3931,Berty,Tremouille,9/5/2002,Management,true,,Medical,seasonal
94-533-8910,Cordi,Inkles,10/11/2009,Management,true,11/22/2026,Billing,full-time
04-640-7750,Agace,Seers,3/22/2009,Management,true,5/30/2028,Admininstrative,part-time
51-464-9868,Thorny,Drew,6/27/1999,Finance,true,11/24/2024,Admininstrative,full-time
25-385-0575,Tomasina,Dilkes,5/1/2008,Tech,false,4/3/2026,Medical,part-time
11-928-6682,Hannis,Ryrie,4/4/2001,Doctor,true,9/18/2022,Medical,full-time
66-271-9590,Whittaker,Mycroft,5/2/2001,Doctor,true,2/1/2028,Billing,part-time
38-544-1021,Elsie,Itzkovitch,3/18/2002,Lab,true,,Medical,full-time
19-945-6420,Julietta,Kunzler,3/16/2011,Receptionist,false,,Admininstrative,seasonal
13-593-2092,Welby,Messiter,1/21/2022,Lab,true,,Medical,seasonal
87-066-1925,Claudia,Aust,12/24/2018,Receptionist,true,6/25/2026,Caretaker,seasonal
86-971-0599,Wenda,Muir,4/29/2018,Receptionist,true,5/6/2029,Admininstrative,seasonal
17-484-7619,Ozzie,Gluyus,6/22/1999,Cleaner,true,5/7/2026,Billing,full-time
91-025-8524,Harcourt,Blaine,2/25/2002,Doctor,true,3/21/2029,Caretaker,part-time
64-665-7460,Neala,Tolotti,1/23/2002,Lab,false,3/22/2025,Billing,temporary
18-997-3785,Nert,Searston,5/7/2014,Lab,false,,Billing,part-time
49-438-7930,Arvy,Wheatland,1/23/2021,Assistant,false,6/15/2027,Caretaker,seasonal
07-825-7774,Dorise,Murcott,11/4/1999,Management,false,11/13/2022,Admininstrative,temporary
39-593-0924,Warde,Logg,2/19/2007,Assistant,true,3/8/2029,Billing,part-time
15-427-7263,Lucila,Kightly,10/5/2005,Cleaner,true,2/23/2027,Billing,temporary
42-058-4976,Anatole,Wrinch,11/18/1999,Lab,false,8/19/2023,Custodial,temporary
33-690-4807,Catriona,Drynan,12/28/2004,Tech,false,8/14/2030,Admininstrative,seasonal
72-210-7367,Carolyne,Noyce,10/29/2014,Cleaner,false,12/10/2024,Medical,full-time
47-522-7911,Beatriz,Laurance,7/10/2021,Assistant,false,,Medical,seasonal
68-646-6824,Gisella,Martello,11/6/2011,Management,true,10/9/2029,Billing,seasonal
02-460-4723,Tomasina,Gotter,6/1/2008,Receptionist,true,,Medical,part-time
17-128-9293,Bettina,Grodden,1/24/2000,Finance,true,,Admininstrative,part-time
15-075-0107,Wheeler,Kaley,3/22/2021,Cleaner,false,,Admininstrative,temporary
72-962-8192,Robby,Melbourn,12/5/2003,Receptionist,true,10/20/2028,Billing,seasonal
81-103-3948,Charis,Avrahamov,9/21/1999,Assistant,true,3/11/2027,Medical,temporary
44-533-2795,Sherwin,O'Spellissey,11/26/1999,Receptionist,false,,Caretaker,temporary
29-071-4434,Clarissa,Ricciardiello,1/24/2005,Receptionist,true,,Caretaker,seasonal
45-021-2297,Audra,Matuszinski,8/5/2000,Lab,false,9/7/2024,Custodial,seasonal
72-497-5180,Rosamond,Ducker,9/10/2009,Cleaner,true,,Custodial,part-time
74-014-2608,Sutton,Sumption,10/9/2005,Cleaner,false,,Admininstrative,part-time
39-925-0960,Manolo,Noah,8/20/2004,Assistant,false,5/2/2027,Billing,part-time
82-254-6874,Karlyn,Saben,6/26/2002,Tech,false,9/20/2023,Billing,temporary
44-360-4866,Gnni,Garnsworthy,11/29/1999,Doctor,true,,Medical,seasonal
03-040-9666,Ashli,Astbury,1/3/2001,Cleaner,false,2/20/2022,Admininstrative,full-time
64-914-9753,Darcee,Dupree,5/9/2013,Cleaner,true,8/30/2027,Billing,temporary
05-938-9810,Guillermo,Pavy,1/27/1999,Finance,true,,Medical,temporary
42-198-1989,Kevina,Aylott,11/20/2003,Assistant,false,3/9/2027,Billing,part-time
37-635-1251,Guillema,Parmley,7/11/2001,Assistant,false,12/21/2026,Custodial,temporary
16-104-5849,Bary,Dayment,7/7/2003,Receptionist,true,1/31/2022,Admininstrative,temporary
94-740-5918,Ailey,Dally,9/8/2011,Receptionist,false,,Billing,seasonal
31-476-5178,Hildagard,Toyer,10/5/2018,Cleaner,true,,Custodial,part-time
34-676-9480,Orson,Izatt,11/17/2016,Receptionist,false,7/9/2028,Custodial,part-time
14-251-7455,Doralyn,Madison,4/9/2012,Assistant,true,2/9/2029,Admininstrative,temporary
38-656-6251,Jonathon,Stainland,9/15/2021,Cleaner,true,,Custodial,seasonal
45-235-6906,Arnold,Stronghill,4/15/2021,Finance,true,4/6/2026,Billing,part-time
61-489-5737,Marcelline,Ketteringham,5/8/2020,Management,false,,Billing,full-time
56-377-9162,Kelley,Pohls,2/8/2008,Lab,true,11/25/2025,Caretaker,seasonal
04-188-7854,Jedidiah,Rawll,4/1/2008,Tech,false,3/16/2024,Admininstrative,temporary
23-518-5758,Aurora,Maxwaile,4/21/2014,Cleaner,true,12/22/2029,Medical,part-time
90-842-9543,Myca,Hessing,6/13/2005,Lab,false,11/21/2026,Billing,full-time
68-300-7509,Gillan,Warton,10/22/2002,Tech,true,4/10/2022,Caretaker,part-time
71-184-7103,Giffard,Menere,8/12/1999,Receptionist,true,8/10/2027,Custodial,temporary
96-622-1872,Henriette,Aven,10/4/2015,Lab,true,2/3/2025,Caretaker,full-time
78-617-8242,Babette,Bewsy,5/7/2021,Doctor,false,,Admininstrative,full-time
23-649-1596,Finlay,Yglesias,8/26/2015,Management,true,,Admininstrative,part-time
60-732-5735,Claribel,Shurville,4/8/2007,Tech,true,3/1/2029,Caretaker,seasonal
88-227-7742,Philippe,Maun,10/2/2003,Assistant,false,8/22/2026,Custodial,temporary
16-028-9130,Briana,McGaugan,3/18/2020,Doctor,true,11/6/2025,Caretaker,full-time
86-340-8379,Judas,Gatehouse,2/26/2015,Cleaner,true,11/25/2025,Custodial,full-time
62-968-6824,Ola,Reader,9/18/2010,Management,true,,Medical,temporary
63-084-4193,Carroll,Whild,8/9/2022,Finance,true,11/28/2024,Caretaker,part-time
80-991-7040,Evy,Burland,3/11/2017,Doctor,true,9/4/2028,Billing,temporary
18-010-2807,Valina,Bartocci,1/13/2021,Doctor,true,7/25/2030,Admininstrative,seasonal
74-309-4745,Kissiah,Forman,2/29/2004,Receptionist,true,6/6/2022,Custodial,temporary
38-421-2341,Darnall,Fitkin,7/23/2020,Management,false,1/30/2024,Admininstrative,full-time
17-822-8332,Cristin,Stode,5/14/2014,Finance,true,,Custodial,temporary
09-737-3124,Saidee,Mooreed,7/2/2016,Doctor,false,,Caretaker,temporary
92-122-0835,Juliette,Evert,7/10/2005,Lab,true,10/26/2029,Admininstrative,full-time
49-619-8074,Stanton,Daton,9/1/2005,Finance,true,12/16/2024,Custodial,seasonal
48-831-7647,Jo-ann,Mungane,4/11/2002,Management,true,10/22/2025,Caretaker,full-time
24-302-6333,Jarad,Lansberry,9/11/2014,Lab,false,1/18/2027,Admininstrative,full-time
46-393-0232,Rickie,Probart,6/9/2003,Lab,false,5/21/2030,Custodial,full-time
80-034-1705,Daryle,Tapley,2/17/2016,Doctor,false,12/19/2030,Billing,temporary
28-367-0010,Alika,Wrighton,2/23/2016,Finance,true,,Billing,seasonal
94-936-6246,Alfie,Belfit,5/16/2018,Assistant,false,11/6/2029,Billing,temporary
71-811-5685,Dian,Richfield,1/24/2018,Doctor,true,2/8/2024,Medical,seasonal
05-893-5320,Dannie,Warrick,12/24/2015,Cleaner,false,,Admininstrative,temporary
27-721-2868,Celestine,Jenckes,11/29/2004,Assistant,true,4/22/2028,Admininstrative,full-time
29-014-5392,Dom,Tuer,11/30/2015,Assistant,false,,Medical,part-time
27-129-0821,Carlotta,Fortnum,10/6/1999,Tech,true,4/17/2022,Billing,full-time
55-131-5069,Billi,Krabbe,9/2/2011,Lab,false,,Medical,seasonal
24-754-9174,Chet,Oakey,6/2/2000,Cleaner,true,,Medical,temporary
13-988-3699,Willdon,Bartens,10/21/2013,Doctor,false,,Caretaker,temporary
97-979-3330,Ingamar,McLeoid,5/30/2018,Receptionist,false,3/14/2026,Billing,full-time
28-114-5147,Adena,Padula,12/16/2006,Assistant,false,2/3/2022,Caretaker,full-time
57-105-6818,Joannes,Patley,7/24/2011,Cleaner,true,,Caretaker,part-time
72-763-8658,Deerdre,Stockey,10/26/2015,Doctor,false,10/23/2027,Custodial,part-time
17-194-5664,Meridel,Mullane,1/30/2011,Doctor,false,9/19/2024,Medical,seasonal
77-609-8607,Stephen,Jencken,11/11/2005,Cleaner,false,,Medical,part-time
31-495-7657,Lothaire,Rosoni,9/14/2014,Management,true,5/20/2030,Custodial,part-time
01-247-0762,Rafferty,Hamprecht,4/1/2015,Receptionist,true,2/8/2025,Caretaker,temporary
30-870-2948,Leslie,Rosthorn,12/11/2007,Cleaner,false,2/26/2030,Billing,temporary
60-781-0147,Celina,McInerney,9/1/2009,Receptionist,true,,Medical,full-time
49-625-4917,Darline,Tuffin,2/7/2001,Tech,true,4/22/2023,Custodial,part-time
70-111-9661,Twyla,Davidavidovics,1/20/2014,Assistant,true,5/25/2025,Medical,part-time
10-088-3920,Phip,Lahrs,1/4/2015,Lab,false,1/14/2024,Billing,part-time
46-596-2456,Charmine,Dods,12/24/2020,Lab,true,9/22/2028,Medical,seasonal
56-396-2300,Brana,Gregori,9/5/2009,Assistant,true,12/12/2024,Medical,full-time
01-795-9313,Kathye,Moyce,12/18/2020,Assistant,true,,Custodial,full-time
23-494-5361,Manuel,Enevold,5/3/2015,Assistant,true,6/21/2025,Caretaker,part-time
63-625-8934,Esra,Roll,1/6/2020,Receptionist,false,8/21/2030,Custodial,temporary
52-019-6802,Garrot,Hutchens,12/25/2019,Lab,false,9/23/2022,Admininstrative,seasonal
66-346-2335,Emmerich,Glacken,11/1/2010,Lab,true,11/26/2029,Caretaker,seasonal
28-508-4049,Town,Jull,2/6/2007,Tech,true,,Admininstrative,part-time
29-295-4069,Tania,Keddle,7/8/2009,Assistant,true,3/18/2026,Billing,seasonal
82-316-8583,Cort,Kimm,11/9/2008,Lab,true,12/31/2021,Billing,part-time
20-826-3759,Madelene,Blodgetts,5/11/2012,Assistant,true,8/21/2030,Admininstrative,temporary
32-341-1418,Jacquelynn,Tidbald,11/25/2018,Finance,true,,Medical,part-time
07-161-8420,Cordelia,Sidery,2/4/2005,Finance,true,7/11/2029,Admininstrative,seasonal
46-515-2355,Ansley,Mechi,3/8/2021,Receptionist,false,,Caretaker,temporary
75-890-2068,Che,Callender,11/20/2012,Lab,true,5/3/2028,Caretaker,seasonal
60-083-7008,Georgine,Varah,5/30/1999,Management,false,,Billing,full-time
41-693-5249,Yancey,Stovin,3/20/2009,Receptionist,false,3/8/2028,Billing,full-time
75-670-0486,Nelie,Foan,7/9/2012,Doctor,false,,Admininstrative,seasonal
52-024-0453,Grover,Sylett,6/2/2008,Finance,false,6/26/2030,Medical,seasonal
81-228-3893,Ann-marie,Gair,4/20/2021,Tech,false,12/29/2027,Medical,part-time
16-136-0219,Raymund,Eglin,11/2/1999,Doctor,false,12/31/2024,Billing,seasonal
54-014-4200,Rodolphe,Sanson,6/8/2011,Finance,false,7/17/2024,Caretaker,full-time
42-081-7291,Kane,Hugenin,10/24/1999,Doctor,true,,Medical,full-time
15-491-1217,Merry,Jordanson,10/9/2005,Receptionist,false,,Medical,part-time
41-205-4518,Leon,Littleton,8/29/1999,Finance,false,2/3/2028,Custodial,full-time
17-361-2824,Mauricio,Litchmore,5/7/2005,Assistant,true,11/24/2025,Admininstrative,full-time
31-676-1896,Cam,Dyball,10/24/1999,Lab,true,,Admininstrative,part-time
13-016-2191,Lura,Kemson,6/23/2022,Receptionist,false,1/6/2023,Caretaker,seasonal
76-628-3634,Ev,Bettison,4/28/2015,Management,false,8/9/2030,Billing,seasonal
96-554-6592,Nilson,Harflete,3/30/2012,Management,false,11/4/2030,Caretaker,seasonal
83-306-6677,Tyler,Butter,4/3/2022,Tech,true,4/20/2027,Admininstrative,part-time
39-804-0685,Even,Loveridge,8/6/2010,Lab,true,9/19/2022,Medical,seasonal
41-781-1300,Hendrika,Hobbema,9/24/2006,Management,false,7/19/2024,Billing,part-time
19-607-4226,Forest,Delooze,2/7/2000,Management,false,5/12/2027,Caretaker,temporary
38-358-9721,Oren,Labusquiere,1/10/2016,Tech,false,,Caretaker,seasonal
48-448-7094,Theadora,Beadon,2/5/2004,Management,false,10/22/2026,Billing,full-time
40-741-8790,Britte,Kezar,12/21/2007,Finance,false,6/20/2029,Custodial,temporary
56-058-3126,Rolph,Teers,12/6/2012,Tech,false,12/6/2022,Medical,seasonal
10-330-7101,Jonis,Vanyarkin,2/20/2019,Finance,true,10/26/2029,Caretaker,seasonal
91-384-7081,Gail,Esley,6/23/2021,Finance,false,8/2/2022,Custodial,temporary
09-554-8787,Henriette,Pyrah,11/10/2002,Cleaner,true,10/23/2025,Custodial,full-time
19-387-0036,Pace,Snape,8/21/2000,Cleaner,false,1/4/2029,Billing,part-time
68-500-7086,Brandy,Vernazza,6/10/2013,Management,false,,Custodial,seasonal
06-819-2059,Gardy,Abramin,3/17/2008,Tech,false,12/26/2025,Caretaker,seasonal
87-115-5317,Dorie,Bourdas,1/14/2004,Finance,false,,Billing,part-time
91-103-4680,Lonnard,Sheerman,2/14/2000,Receptionist,false,,Medical,part-time
40-290-5874,Rhoda,Covington,9/21/2009,Assistant,false,9/15/2025,Custodial,full-time
85-996-9434,Genna,Caw,10/31/2006,Lab,true,3/21/2023,Admininstrative,full-time
14-385-3956,Wilmette,Woolliams,5/18/2019,Doctor,false,10/14/2029,Caretaker,full-time
78-648-5266,Colby,Hattiff,7/1/2021,Doctor,false,6/23/2025,Billing,temporary
91-704-5938,Brandice,Oakhill,3/25/2012,Receptionist,true,7/7/2022,Caretaker,full-time
97-263-7598,Matteo,Duthy,9/28/2008,Cleaner,false,2/17/2028,Medical,temporary
99-161-6704,Joela,Fussie,2/12/2001,Doctor,false,11/2/2030,Medical,seasonal
58-338-0517,Anatol,Phalip,9/24/2002,Management,false,1/1/2030,Medical,seasonal
34-336-1019,Lesli,Alven,4/17/2000,Receptionist,true,10/22/2029,Admininstrative,full-time
88-975-0544,Erhart,Redhole,8/1/2013,Receptionist,false,10/28/2025,Billing,full-time
32-197-2183,Dido,Scones,1/10/2018,Lab,false,9/28/2028,Medical,part-time
11-805-9267,Constantia,Waddilow,4/25/2001,Assistant,false,8/5/2024,Custodial,seasonal
58-550-4175,Sharl,Brigshaw,4/8/2017,Doctor,false,9/19/2024,Caretaker,temporary
12-624-7079,Milka,Craig,9/20/2021,Tech,false,11/29/2029,Caretaker,temporary
58-293-5951,Duky,Kloisner,1/23/2016,Doctor,true,11/7/2027,Billing,part-time
76-938-0488,Cammy,Franke,8/7/2004,Tech,true,8/3/2028,Custodial,seasonal
62-636-2745,Anallise,Bettington,10/22/2019,Management,false,3/26/2026,Medical,seasonal
99-619-9097,Jenica,Presswell,3/12/2017,Management,true,10/3/2026,Caretaker,full-time
19-406-3301,Farleigh,Biford,2/15/2011,Assistant,false,,Medical,full-time
49-201-1950,Charlot,Fowkes,7/2/2021,Assistant,true,,Medical,part-time
42-841-9449,Honey,Mazella,6/26/2004,Management,true,12/2/2029,Admininstrative,part-time
22-366-9467,Matty,Yegorkin,1/9/2018,Tech,true,8/10/2026,Medical,seasonal
64-154-9966,Dulci,Goodlad,3/27/2003,Tech,false,5/10/2025,Medical,seasonal
98-542-3499,Cosimo,Gurnay,5/11/2018,Cleaner,false,1/15/2026,Medical,part-time
38-484-4936,Verile,Simeonov,1/22/2001,Lab,false,5/28/2026,Caretaker,part-time
42-052-3051,Kerby,Hardey,11/13/2015,Assistant,true,5/18/2024,Custodial,full-time
44-882-1004,Heriberto,Willows,10/30/2006,Doctor,true,4/5/2024,Billing,seasonal
57-447-4583,Worden,Tubble,8/19/1999,Doctor,false,5/18/2027,Admininstrative,full-time
76-124-6862,Matt,Stert,8/19/2001,Lab,true,1/15/2028,Admininstrative,full-time
22-006-7182,Valerie,Corneil,12/11/2015,Lab,false,2/9/2026,Admininstrative,full-time
65-242-6369,Michael,Reolfo,5/7/2018,Receptionist,false,5/30/2026,Billing,full-time
74-913-3439,Jenilee,Seawright,12/21/2008,Assistant,false,,Billing,full-time
98-549-0493,Jeddy,Shutte,3/11/2008,Receptionist,false,4/22/2030,Medical,part-time
06-818-3010,Jaclin,Sutherley,9/14/2019,Cleaner,true,9/8/2024,Medical,full-time
37-315-0985,Noah,Capaldo,8/20/2021,Assistant,false,9/7/2025,Billing,temporary
02-996-0341,Gaye,Ugoni,10/2/2005,Lab,true,5/18/2029,Billing,part-time
53-383-0000,Zebulen,Ruseworth,7/10/2014,Tech,false,,Caretaker,seasonal
53-903-4862,Wyatan,Mucklow,3/23/1999,Receptionist,false,,Billing,seasonal
12-634-2906,Brig,Mallabund,6/21/2016,Management,true,11/19/2028,Billing,full-time
40-185-3193,Nicolis,McKoy,6/2/2010,Doctor,true,12/11/2025,Caretaker,seasonal
05-381-8595,Si,Haggerwood,7/16/1999,Doctor,false,7/11/2024,Caretaker,part-time
84-457-7062,Randell,Schusterl,6/18/2003,Finance,true,2/23/2027,Caretaker,seasonal
45-636-7181,Margy,Birwhistle,10/26/2001,Finance,true,9/10/2030,Custodial,seasonal
36-795-2843,Gardener,Faull,5/28/2004,Finance,true,9/30/2030,Caretaker,part-time
29-022-3068,Staford,Woolerton,12/10/2019,Lab,false,4/6/2027,Medical,part-time
84-927-4018,Vivien,Purver,4/5/2003,Management,true,,Custodial,temporary
78-356-9658,Quintana,Faldoe,2/20/2013,Assistant,false,,Caretaker,seasonal
12-415-5554,Almire,McQuade,9/28/2019,Finance,true,10/24/2030,Admininstrative,temporary
08-601-3436,Kippy,Vyse,7/3/2017,Receptionist,true,12/18/2029,Admininstrative,part-time
34-823-8279,Wanids,Toyne,2/26/2003,Management,true,2/5/2030,Caretaker,full-time
32-341-9873,Jewel,Gianolo,12/29/2009,Lab,true,3/7/2022,Billing,seasonal
98-587-9991,Cordula,Axtonne,2/27/2017,Management,true,,Custodial,temporary
69-150-0775,Claudius,Boreham,6/9/2004,Finance,true,1/28/2022,Admininstrative,temporary
82-590-9005,Leona,Bettley,7/7/2019,Cleaner,false,8/21/2024,Billing,full-time
44-061-3812,Noelyn,Le Gassick,8/25/2016,Tech,true,,Caretaker,full-time
78-767-3340,Abner,Becke,11/16/2011,Lab,false,7/16/2023,Caretaker,part-time
04-061-7024,Monro,Pattini,11/23/2017,Tech,false,8/30/2030,Custodial,part-time
74-138-9960,Clara,Canny,9/18/2019,Doctor,true,8/21/2025,Caretaker,temporary
63-585-5908,Jeffrey,Zotto,9/9/2005,Management,true,,Billing,seasonal
44-354-2341,Pansie,Martinez,3/31/2012,Receptionist,false,11/7/2024,Admininstrative,seasonal
32-150-9162,Allyn,Bavin,10/16/2016,Lab,false,,Billing,seasonal
42-548-6655,Cal,Frickey,11/14/2001,Management,true,2/22/2024,Custodial,temporary
99-434-9528,Jan,Cholton,3/18/2006,Finance,true,4/30/2029,Billing,part-time
65-240-7066,Adara,Gameson,1/17/2022,Cleaner,true,10/30/2025,Custodial,full-time
99-293-8716,Benny,Wolfenden,6/24/2000,Receptionist,true,1/20/2024,Billing,seasonal
72-414-5198,Gerome,McCome,5/27/2014,Cleaner,true,10/17/2030,Medical,full-time
88-003-1330,Quillan,Provest,12/8/2015,Receptionist,true,11/24/2023,Admininstrative,temporary
36-766-3374,Ephrem,Vanezis,1/11/2004,Assistant,false,,Billing,temporary
